Country/Region,Province/State,Lat,Long,Date,Cases,Deaths,Continent
Austria,,47.5162,14.5501,4/11/20,13806,6604,Europe
Austria,,47.5162,14.5501,4/12/20,13945,6987,Europe
Austria,,47.5162,14.5501,4/13/20,14041,7343,Europe
Austria,,47.5162,14.5501,4/14/20,14226,7633,Europe
Austria,,47.5162,14.5501,4/15/20,14336,8098,Europe
Austria,,47.5162,14.5501,4/16/20,14476,8986,Europe
Austria,,47.5162,14.5501,4/17/20,14595,9704,Europe
Austria,,47.5162,14.5501,4/18/20,14671,10214,Europe
Austria,,47.5162,14.5501,4/19/20,14749,10501,Europe
Austria,,47.5162,14.5501,4/20/20,14795,10631,Europe
Austria,,47.5162,14.5501,4/21/20,14873,10971,Europe
Austria,,47.5162,14.5501,4/22/20,14925,11328,Europe
Austria,,47.5162,14.5501,4/23/20,15002,11694,Europe
Austria,,47.5162,14.5501,4/24/20,15071,11872,Europe
Austria,,47.5162,14.5501,4/25/20,15148,12103,Europe
Austria,,47.5162,14.5501,4/26/20,15225,12282,Europe
Austria,,47.5162,14.5501,4/27/20,15274,12362,Europe
Austria,,47.5162,14.5501,4/28/20,15357,12580,Europe
Austria,,47.5162,14.5501,4/29/20,15402,12779,Europe
Austria,,47.5162,14.5501,4/30/20,15452,12907,Europe
Austria,,47.5162,14.5501,5/1/20,15531,13110,Europe
Austria,,47.5162,14.5501,5/2/20,15558,13180,Europe
Austria,,47.5162,14.5501,5/3/20,15597,13228,Europe
Austria,,47.5162,14.5501,5/4/20,15621,13316,Europe
Austria,,47.5162,14.5501,5/5/20,15650,13462,Europe
Austria,,47.5162,14.5501,5/6/20,15684,13639,Europe
Austria,,47.5162,14.5501,5/7/20,15752,13698,Europe
Austria,,47.5162,14.5501,5/8/20,15774,13836,Europe
Austria,,47.5162,14.5501,5/9/20,15833,13928,Europe
Austria,,47.5162,14.5501,5/10/20,15871,13991,Europe
Austria,,47.5162,14.5501,5/11/20,15882,14061,Europe
Austria,,47.5162,14.5501,5/12/20,15961,14148,Europe
Austria,,47.5162,14.5501,5/13/20,15997,14304,Europe
Austria,,47.5162,14.5501,5/14/20,16058,14405,Europe
Austria,,47.5162,14.5501,5/15/20,16109,14471,Europe
Austria,,47.5162,14.5501,5/16/20,16201,14524,Europe
Austria,,47.5162,14.5501,5/17/20,16242,14563,Europe
Austria,,47.5162,14.5501,5/18/20,16269,14614,Europe
Austria,,47.5162,14.5501,5/19/20,16321,14678,Europe
Austria,,47.5162,14.5501,5/20/20,16353,14882,Europe
Austria,,47.5162,14.5501,5/21/20,16404,14951,Europe
Austria,,47.5162,14.5501,5/22/20,16436,15005,Europe
Austria,,47.5162,14.5501,5/23/20,16486,15037,Europe
Austria,,47.5162,14.5501,5/24/20,16503,15063,Europe
Austria,,47.5162,14.5501,5/25/20,16539,15138,Europe
Austria,,47.5162,14.5501,5/26/20,16557,15182,Europe
Austria,,47.5162,14.5501,5/27/20,16591,15228,Europe
Austria,,47.5162,14.5501,5/28/20,16628,15286,Europe
Austria,,47.5162,14.5501,5/29/20,16655,15347,Europe
Austria,,47.5162,14.5501,5/30/20,16685,15520,Europe
Azerbaijan,,40.1431,47.5769,1/22/20,0,0,Europe
Azerbaijan,,40.1431,47.5769,1/23/20,0,0,Europe
Azerbaijan,,40.1431,47.5769,1/24/20,0,0,Europe
Azerbaijan,,40.1431,47.5769,1/25/20,0,0,Europe
Azerbaijan,,40.1431,47.5769,1/26/20,0,0,Europe
Azerbaijan,,40.1431,47.5769,1/27/20,0,0,Europe
Azerbaijan,,40.1431,47.5769,1/28/20,0,0,Europe
Azerbaijan,,40.1431,47.5769,1/29/20,0,0,Europe
Azerbaijan,,40.1431,47.5769,1/30/20,0,0,Europe
Azerbaijan,,40.1431,47.5769,1/31/20,0,0,Europe
Azerbaijan,,40.1431,47.5769,2/1/20,0,0,Europe
Azerbaijan,,40.1431,47.5769,2/2/20,0,0,Europe
Azerbaijan,,40.1431,47.5769,2/3/20,0,0,Europe
Azerbaijan,,40.1431,47.5769,2/4/20,0,0,Europe
Azerbaijan,,40.1431,47.5769,2/5/20,0,0,Europe
Azerbaijan,,40.1431,47.5769,2/6/20,0,0,Europe
Azerbaijan,,40.1431,47.5769,2/7/20,0,0,Europe
Azerbaijan,,40.1431,47.5769,2/8/20,0,0,Europe
Azerbaijan,,40.1431,47.5769,2/9/20,0,0,Europe
Azerbaijan,,40.1431,47.5769,2/10/20,0,0,Europe
Azerbaijan,,40.1431,47.5769,2/11/20,0,0,Europe
Azerbaijan,,40.1431,47.5769,2/12/20,0,0,Europe
Azerbaijan,,40.1431,47.5769,2/13/20,0,0,Europe
Azerbaijan,,40.1431,47.5769,2/14/20,0,0,Europe
Azerbaijan,,40.1431,47.5769,2/15/20,0,0,Europe
Azerbaijan,,40.1431,47.5769,2/16/20,0,0,Europe
Azerbaijan,,40.1431,47.5769,2/17/20,0,0,Europe
Azerbaijan,,40.1431,47.5769,2/18/20,0,0,Europe
Azerbaijan,,40.1431,47.5769,2/19/20,0,0,Europe
Azerbaijan,,40.1431,47.5769,2/20/20,0,0,Europe
Azerbaijan,,40.1431,47.5769,2/21/20,0,0,Europe
Azerbaijan,,40.1431,47.5769,2/22/20,0,0,Europe
Azerbaijan,,40.1431,47.5769,2/23/20,0,0,Europe
Azerbaijan,,40.1431,47.5769,2/24/20,0,0,Europe
Azerbaijan,,40.1431,47.5769,2/25/20,0,0,Europe
Azerbaijan,,40.1431,47.5769,2/26/20,0,0,Europe
Azerbaijan,,40.1431,47.5769,2/27/20,0,0,Europe
Azerbaijan,,40.1431,47.5769,2/28/20,0,0,Europe
Azerbaijan,,40.1431,47.5769,2/29/20,0,0,Europe
Azerbaijan,,40.1431,47.5769,3/1/20,3,0,Europe
Azerbaijan,,40.1431,47.5769,3/2/20,3,0,Europe
Azerbaijan,,40.1431,47.5769,3/3/20,3,0,Europe
Azerbaijan,,40.1431,47.5769,3/4/20,3,0,Europe
Azerbaijan,,40.1431,47.5769,3/5/20,6,0,Europe
Azerbaijan,,40.1431,47.5769,3/6/20,6,0,Europe
Azerbaijan,,40.1431,47.5769,3/7/20,9,0,Europe
Azerbaijan,,40.1431,47.5769,3/8/20,9,0,Europe
Azerbaijan,,40.1431,47.5769,3/9/20,9,0,Europe
Azerbaijan,,40.1431,47.5769,3/10/20,11,0,Europe
Azerbaijan,,40.1431,47.5769,3/11/20,11,3,Europe
Azerbaijan,,40.1431,47.5769,3/12/20,11,3,Europe
Azerbaijan,,40.1431,47.5769,3/13/20,15,3,Europe
Azerbaijan,,40.1431,47.5769,3/14/20,15,3,Europe
Azerbaijan,,40.1431,47.5769,3/15/20,23,6,Europe
Azerbaijan,,40.1431,47.5769,3/16/20,28,6,Europe
Azerbaijan,,40.1431,47.5769,3/17/20,28,6,Europe
Azerbaijan,,40.1431,47.5769,3/18/20,28,6,Europe
Azerbaijan,,40.1431,47.5769,3/19/20,44,6,Europe
Azerbaijan,,40.1431,47.5769,3/20/20,44,6,Europe
Azerbaijan,,40.1431,47.5769,3/21/20,53,11,Europe
Azerbaijan,,40.1431,47.5769,3/22/20,65,10,Europe
Azerbaijan,,40.1431,47.5769,3/23/20,72,10,Europe
Azerbaijan,,40.1431,47.5769,3/24/20,87,10,Europe
Azerbaijan,,40.1431,47.5769,3/25/20,93,10,Europe
Azerbaijan,,40.1431,47.5769,3/26/20,122,15,Europe
Azerbaijan,,40.1431,47.5769,3/27/20,165,15,Europe
Azerbaijan,,40.1431,47.5769,3/28/20,182,15,Europe
Azerbaijan,,40.1431,47.5769,3/29/20,209,15,Europe
Azerbaijan,,40.1431,47.5769,3/30/20,273,26,Europe
Azerbaijan,,40.1431,47.5769,3/31/20,298,26,Europe
Azerbaijan,,40.1431,47.5769,4/1/20,359,26,Europe
Azerbaijan,,40.1431,47.5769,4/2/20,400,26,Europe
Azerbaijan,,40.1431,47.5769,4/3/20,443,32,Europe
Azerbaijan,,40.1431,47.5769,4/4/20,521,32,Europe
Azerbaijan,,40.1431,47.5769,4/5/20,584,32,Europe
Azerbaijan,,40.1431,47.5769,4/6/20,641,44,Europe
Azerbaijan,,40.1431,47.5769,4/7/20,717,44,Europe
Azerbaijan,,40.1431,47.5769,4/8/20,822,63,Europe
Azerbaijan,,40.1431,47.5769,4/9/20,926,101,Europe
Azerbaijan,,40.1431,47.5769,4/10/20,991,159,Europe
Azerbaijan,,40.1431,47.5769,4/11/20,1058,200,Europe
Azerbaijan,,40.1431,47.5769,4/12/20,1098,250,Europe
Azerbaijan,,40.1431,47.5769,4/13/20,1148,289,Europe
Azerbaijan,,40.1431,47.5769,4/14/20,1197,351,Europe
Azerbaijan,,40.1431,47.5769,4/15/20,1253,404,Europe
Azerbaijan,,40.1431,47.5769,4/16/20,1283,460,Europe
Azerbaijan,,40.1431,47.5769,4/17/20,1340,528,Europe
Azerbaijan,,40.1431,47.5769,4/18/20,1373,590,Europe
Azerbaijan,,40.1431,47.5769,4/19/20,1398,712,Europe
Azerbaijan,,40.1431,47.5769,4/20/20,1436,791,Europe
Azerbaijan,,40.1431,47.5769,4/21/20,1480,865,Europe
Azerbaijan,,40.1431,47.5769,4/22/20,1518,907,Europe
Azerbaijan,,40.1431,47.5769,4/23/20,1548,948,Europe
Azerbaijan,,40.1431,47.5769,4/24/20,1592,1013,Europe
Azerbaijan,,40.1431,47.5769,4/25/20,1617,1080,Europe
Azerbaijan,,40.1431,47.5769,4/26/20,1645,1139,Europe
Azerbaijan,,40.1431,47.5769,4/27/20,1678,1162,Europe
Azerbaijan,,40.1431,47.5769,4/28/20,1717,1221,Europe
Azerbaijan,,40.1431,47.5769,4/29/20,1766,1267,Europe
Azerbaijan,,40.1431,47.5769,4/30/20,1804,1325,Europe
Azerbaijan,,40.1431,47.5769,5/1/20,1854,1365,Europe
Azerbaijan,,40.1431,47.5769,5/2/20,1894,1411,Europe
Azerbaijan,,40.1431,47.5769,5/3/20,1932,1441,Europe
Azerbaijan,,40.1431,47.5769,5/4/20,1984,1480,Europe
Azerbaijan,,40.1431,47.5769,5/5/20,2060,1508,Europe
Azerbaijan,,40.1431,47.5769,5/6/20,2127,1536,Europe
Azerbaijan,,40.1431,47.5769,5/7/20,2204,1551,Europe
Azerbaijan,,40.1431,47.5769,5/8/20,2279,1576,Europe
Azerbaijan,,40.1431,47.5769,5/9/20,2422,1620,Europe
Azerbaijan,,40.1431,47.5769,5/10/20,2519,1650,Europe
Azerbaijan,,40.1431,47.5769,5/11/20,2589,1680,Europe
Azerbaijan,,40.1431,47.5769,5/12/20,2693,1680,Europe
Azerbaijan,,40.1431,47.5769,5/13/20,2758,1789,Europe
Azerbaijan,,40.1431,47.5769,5/14/20,2879,1833,Europe
Azerbaijan,,40.1431,47.5769,5/15/20,2980,1886,Europe
Azerbaijan,,40.1431,47.5769,5/16/20,3138,1944,Europe
Azerbaijan,,40.1431,47.5769,5/17/20,3274,2015,Europe
Azerbaijan,,40.1431,47.5769,5/18/20,3387,2055,Europe
Azerbaijan,,40.1431,47.5769,5/19/20,3518,2198,Europe
Azerbaijan,,40.1431,47.5769,5/20/20,3631,2253,Europe
Azerbaijan,,40.1431,47.5769,5/21/20,3749,2340,Europe
Azerbaijan,,40.1431,47.5769,5/22/20,3855,2399,Europe
Azerbaijan,,40.1431,47.5769,5/23/20,3982,2506,Europe
Azerbaijan,,40.1431,47.5769,5/24/20,4122,2607,Europe
Azerbaijan,,40.1431,47.5769,5/25/20,4271,2741,Europe
Azerbaijan,,40.1431,47.5769,5/26/20,4403,2819,Europe
Azerbaijan,,40.1431,47.5769,5/27/20,4568,2897,Europe
Azerbaijan,,40.1431,47.5769,5/28/20,4759,3022,Europe
Azerbaijan,,40.1431,47.5769,5/29/20,4989,3125,Europe
Azerbaijan,,40.1431,47.5769,5/30/20,5246,3327,Europe
Bahamas,,25.0343,-77.3963,1/22/20,0,0,North America
Bahamas,,25.0343,-77.3963,1/23/20,0,0,North America
Bahamas,,25.0343,-77.3963,1/24/20,0,0,North America
Bahamas,,25.0343,-77.3963,1/25/20,0,0,North America
Bahamas,,25.0343,-77.3963,1/26/20,0,0,North America
Bahamas,,25.0343,-77.3963,1/27/20,0,0,North America
Bahamas,,25.0343,-77.3963,1/28/20,0,0,North America
Bahamas,,25.0343,-77.3963,1/29/20,0,0,North America
Bahamas,,25.0343,-77.3963,1/30/20,0,0,North America
Bahamas,,25.0343,-77.3963,1/31/20,0,0,North America
Bahamas,,25.0343,-77.3963,2/1/20,0,0,North America
Bahamas,,25.0343,-77.3963,2/2/20,0,0,North America
Bahamas,,25.0343,-77.3963,2/3/20,0,0,North America
Bahamas,,25.0343,-77.3963,2/4/20,0,0,North America
Bahamas,,25.0343,-77.3963,2/5/20,0,0,North America
Bahamas,,25.0343,-77.3963,2/6/20,0,0,North America
Bahamas,,25.0343,-77.3963,2/7/20,0,0,North America
Bahamas,,25.0343,-77.3963,2/8/20,0,0,North America
Bahamas,,25.0343,-77.3963,2/9/20,0,0,North America
Bahamas,,25.0343,-77.3963,2/10/20,0,0,North America
Bahamas,,25.0343,-77.3963,2/11/20,0,0,North America
Bahamas,,25.0343,-77.3963,2/12/20,0,0,North America
Bahamas,,25.0343,-77.3963,2/13/20,0,0,North America
Bahamas,,25.0343,-77.3963,2/14/20,0,0,North America
Bahamas,,25.0343,-77.3963,2/15/20,0,0,North America
Bahamas,,25.0343,-77.3963,2/16/20,0,0,North America
Bahamas,,25.0343,-77.3963,2/17/20,0,0,North America
Bahamas,,25.0343,-77.3963,2/18/20,0,0,North America
Bahamas,,25.0343,-77.3963,2/19/20,0,0,North America
Bahamas,,25.0343,-77.3963,2/20/20,0,0,North America
Bahamas,,25.0343,-77.3963,2/21/20,0,0,North America
Bahamas,,25.0343,-77.3963,2/22/20,0,0,North America
Bahamas,,25.0343,-77.3963,2/23/20,0,0,North America
Bahamas,,25.0343,-77.3963,2/24/20,0,0,North America
Bahamas,,25.0343,-77.3963,2/25/20,0,0,North America
Bahamas,,25.0343,-77.3963,2/26/20,0,0,North America
Bahamas,,25.0343,-77.3963,2/27/20,0,0,North America
Bahamas,,25.0343,-77.3963,2/28/20,0,0,North America
Bahamas,,25.0343,-77.3963,2/29/20,0,0,North America
Bahamas,,25.0343,-77.3963,3/1/20,0,0,North America
Bahamas,,25.0343,-77.3963,3/2/20,0,0,North America
Bahamas,,25.0343,-77.3963,3/3/20,0,0,North America
Bahamas,,25.0343,-77.3963,3/4/20,0,0,North America
Bahamas,,25.0343,-77.3963,3/5/20,0,0,North America
Bahamas,,25.0343,-77.3963,3/6/20,0,0,North America
Bahamas,,25.0343,-77.3963,3/7/20,0,0,North America
Bahamas,,25.0343,-77.3963,3/8/20,0,0,North America
Bahamas,,25.0343,-77.3963,3/9/20,0,0,North America
Bahamas,,25.0343,-77.3963,3/10/20,0,0,North America
Bahamas,,25.0343,-77.3963,3/11/20,0,0,North America
Bahamas,,25.0343,-77.3963,3/12/20,0,0,North America
Bahamas,,25.0343,-77.3963,3/13/20,0,0,North America
Bahamas,,25.0343,-77.3963,3/14/20,0,0,North America
Bahamas,,25.0343,-77.3963,3/15/20,0,0,North America
Bahamas,,25.0343,-77.3963,3/16/20,1,0,North America
Bahamas,,25.0343,-77.3963,3/17/20,1,0,North America
Bahamas,,25.0343,-77.3963,3/18/20,1,0,North America
Bahamas,,25.0343,-77.3963,3/19/20,3,0,North America
Bahamas,,25.0343,-77.3963,3/20/20,3,0,North America
Bahamas,,25.0343,-77.3963,3/21/20,4,0,North America
Bahamas,,25.0343,-77.3963,3/22/20,4,0,North America
Bahamas,,25.0343,-77.3963,3/23/20,4,0,North America
Bahamas,,25.0343,-77.3963,3/24/20,5,1,North America
Bahamas,,25.0343,-77.3963,3/25/20,5,1,North America
Bahamas,,25.0343,-77.3963,3/26/20,9,1,North America
Bahamas,,25.0343,-77.3963,3/27/20,10,1,North America
Bahamas,,25.0343,-77.3963,3/28/20,10,1,North America
Bahamas,,25.0343,-77.3963,3/29/20,11,1,North America
Bahamas,,25.0343,-77.3963,3/30/20,14,1,North America
Bahamas,,25.0343,-77.3963,3/31/20,14,1,North America
Bahamas,,25.0343,-77.3963,4/1/20,21,1,North America
Bahamas,,25.0343,-77.3963,4/2/20,24,1,North America
Bahamas,,25.0343,-77.3963,4/3/20,24,1,North America
Bahamas,,25.0343,-77.3963,4/4/20,28,0,North America
Bahamas,,25.0343,-77.3963,4/5/20,28,0,North America
Bahamas,,25.0343,-77.3963,4/6/20,29,4,North America
Bahamas,,25.0343,-77.3963,4/7/20,33,5,North America
Bahamas,,25.0343,-77.3963,4/8/20,40,5,North America
Bahamas,,25.0343,-77.3963,4/9/20,41,5,North America
Bahamas,,25.0343,-77.3963,4/10/20,42,5,North America
Bahamas,,25.0343,-77.3963,4/11/20,46,5,North America
Bahamas,,25.0343,-77.3963,4/12/20,46,5,North America
Bahamas,,25.0343,-77.3963,4/13/20,47,6,North America
Bahamas,,25.0343,-77.3963,4/14/20,49,6,North America
Bahamas,,25.0343,-77.3963,4/15/20,49,6,North America
Bahamas,,25.0343,-77.3963,4/16/20,53,6,North America
Bahamas,,25.0343,-77.3963,4/17/20,54,6,North America
Bahamas,,25.0343,-77.3963,4/18/20,55,10,North America
Bahamas,,25.0343,-77.3963,4/19/20,55,10,North America
Bahamas,,25.0343,-77.3963,4/20/20,60,11,North America
Bahamas,,25.0343,-77.3963,4/21/20,65,12,North America
Bahamas,,25.0343,-77.3963,4/22/20,65,12,North America
Bahamas,,25.0343,-77.3963,4/23/20,72,14,North America
Bahamas,,25.0343,-77.3963,4/24/20,73,15,North America
Bahamas,,25.0343,-77.3963,4/25/20,78,15,North America
Bahamas,,25.0343,-77.3963,4/26/20,80,22,North America
Bahamas,,25.0343,-77.3963,4/27/20,80,22,North America
Bahamas,,25.0343,-77.3963,4/28/20,80,23,North America
Bahamas,,25.0343,-77.3963,4/29/20,80,23,North America
Bahamas,,25.0343,-77.3963,4/30/20,81,25,North America
Bahamas,,25.0343,-77.3963,5/1/20,81,24,North America
Bahamas,,25.0343,-77.3963,5/2/20,83,24,North America
Bahamas,,25.0343,-77.3963,5/3/20,83,24,North America
Bahamas,,25.0343,-77.3963,5/4/20,83,25,North America
Bahamas,,25.0343,-77.3963,5/5/20,89,26,North America
Bahamas,,25.0343,-77.3963,5/6/20,92,26,North America
Bahamas,,25.0343,-77.3963,5/7/20,92,26,North America
Bahamas,,25.0343,-77.3963,5/8/20,92,31,North America
Bahamas,,25.0343,-77.3963,5/9/20,92,37,North America
Bahamas,,25.0343,-77.3963,5/10/20,92,37,North America
Bahamas,,25.0343,-77.3963,5/11/20,93,39,North America
Bahamas,,25.0343,-77.3963,5/12/20,93,39,North America
Bahamas,,25.0343,-77.3963,5/13/20,94,41,North America
Bahamas,,25.0343,-77.3963,5/14/20,96,41,North America
Bahamas,,25.0343,-77.3963,5/15/20,96,41,North America
Bahamas,,25.0343,-77.3963,5/16/20,96,42,North America
Bahamas,,25.0343,-77.3963,5/17/20,96,42,North America
Bahamas,,25.0343,-77.3963,5/18/20,96,43,North America
Bahamas,,25.0343,-77.3963,5/19/20,96,43,North America
Bahamas,,25.0343,-77.3963,5/20/20,97,43,North America
Bahamas,,25.0343,-77.3963,5/21/20,97,44,North America
Bahamas,,25.0343,-77.3963,5/22/20,97,44,North America
Bahamas,,25.0343,-77.3963,5/23/20,100,45,North America
Bahamas,,25.0343,-77.3963,5/24/20,100,45,North America
Bahamas,,25.0343,-77.3963,5/25/20,100,46,North America
Bahamas,,25.0343,-77.3963,5/26/20,100,46,North America
Bahamas,,25.0343,-77.3963,5/27/20,100,46,North America
Bahamas,,25.0343,-77.3963,5/28/20,101,47,North America
Bahamas,,25.0343,-77.3963,5/29/20,102,48,North America
Bahamas,,25.0343,-77.3963,5/30/20,102,48,North America
Bahrain,,26.0275,50.55,1/22/20,0,0,Asia
Bahrain,,26.0275,50.55,1/23/20,0,0,Asia
Bahrain,,26.0275,50.55,1/24/20,0,0,Asia
Bahrain,,26.0275,50.55,1/25/20,0,0,Asia
Bahrain,,26.0275,50.55,1/26/20,0,0,Asia
Bahrain,,26.0275,50.55,1/27/20,0,0,Asia
Bahrain,,26.0275,50.55,1/28/20,0,0,Asia
Bahrain,,26.0275,50.55,1/29/20,0,0,Asia
Bahrain,,26.0275,50.55,1/30/20,0,0,Asia
Bahrain,,26.0275,50.55,1/31/20,0,0,Asia
Bahrain,,26.0275,50.55,2/1/20,0,0,Asia
Bahrain,,26.0275,50.55,2/2/20,0,0,Asia
Bahrain,,26.0275,50.55,2/3/20,0,0,Asia
Bahrain,,26.0275,50.55,2/4/20,0,0,Asia
Bahrain,,26.0275,50.55,2/5/20,0,0,Asia
Bahrain,,26.0275,50.55,2/6/20,0,0,Asia
Bahrain,,26.0275,50.55,2/7/20,0,0,Asia
Bahrain,,26.0275,50.55,2/8/20,0,0,Asia
Bahrain,,26.0275,50.55,2/9/20,0,0,Asia
Bahrain,,26.0275,50.55,2/10/20,0,0,Asia
Bahrain,,26.0275,50.55,2/11/20,0,0,Asia
Bahrain,,26.0275,50.55,2/12/20,0,0,Asia
Bahrain,,26.0275,50.55,2/13/20,0,0,Asia
Bahrain,,26.0275,50.55,2/14/20,0,0,Asia
Bahrain,,26.0275,50.55,2/15/20,0,0,Asia
Bahrain,,26.0275,50.55,2/16/20,0,0,Asia
Bahrain,,26.0275,50.55,2/17/20,0,0,Asia
Bahrain,,26.0275,50.55,2/18/20,0,0,Asia
Bahrain,,26.0275,50.55,2/19/20,0,0,Asia
Bahrain,,26.0275,50.55,2/20/20,0,0,Asia
Bahrain,,26.0275,50.55,2/21/20,0,0,Asia
Bahrain,,26.0275,50.55,2/22/20,0,0,Asia
Bahrain,,26.0275,50.55,2/23/20,0,0,Asia
Bahrain,,26.0275,50.55,2/24/20,1,0,Asia
Bahrain,,26.0275,50.55,2/25/20,23,0,Asia
Bahrain,,26.0275,50.55,2/26/20,33,0,Asia
Bahrain,,26.0275,50.55,2/27/20,33,0,Asia
Bahrain,,26.0275,50.55,2/28/20,36,0,Asia
Bahrain,,26.0275,50.55,2/29/20,41,0,Asia
Bahrain,,26.0275,50.55,3/1/20,47,0,Asia
Bahrain,,26.0275,50.55,3/2/20,49,0,Asia
Bahrain,,26.0275,50.55,3/3/20,49,0,Asia
Bahrain,,26.0275,50.55,3/4/20,52,0,Asia
Bahrain,,26.0275,50.55,3/5/20,55,0,Asia
Bahrain,,26.0275,50.55,3/6/20,60,4,Asia
Bahrain,,26.0275,50.55,3/7/20,85,4,Asia
Bahrain,,26.0275,50.55,3/8/20,85,4,Asia
Bahrain,,26.0275,50.55,3/9/20,95,14,Asia
Bahrain,,26.0275,50.55,3/10/20,110,22,Asia
Bahrain,,26.0275,50.55,3/11/20,195,35,Asia
Bahrain,,26.0275,50.55,3/12/20,195,35,Asia
Bahrain,,26.0275,50.55,3/13/20,195,44,Asia
Bahrain,,26.0275,50.55,3/14/20,210,44,Asia
Bahrain,,26.0275,50.55,3/15/20,214,60,Asia
Bahrain,,26.0275,50.55,3/16/20,214,77,Asia
Bahrain,,26.0275,50.55,3/17/20,228,81,Asia
Bahrain,,26.0275,50.55,3/18/20,256,88,Asia
Bahrain,,26.0275,50.55,3/19/20,278,100,Asia
Bahrain,,26.0275,50.55,3/20/20,285,100,Asia
Bahrain,,26.0275,50.55,3/21/20,305,125,Asia
Bahrain,,26.0275,50.55,3/22/20,334,149,Asia
Bahrain,,26.0275,50.55,3/23/20,377,149,Asia
Bahrain,,26.0275,50.55,3/24/20,392,177,Asia
Bahrain,,26.0275,50.55,3/25/20,419,177,Asia
Bahrain,,26.0275,50.55,3/26/20,458,204,Asia
Bahrain,,26.0275,50.55,3/27/20,466,227,Asia
Bahrain,,26.0275,50.55,3/28/20,476,265,Asia
Bahrain,,26.0275,50.55,3/29/20,499,272,Asia
Bahrain,,26.0275,50.55,3/30/20,515,279,Asia
Bahrain,,26.0275,50.55,3/31/20,567,295,Asia
Bahrain,,26.0275,50.55,4/1/20,569,337,Asia
Bahrain,,26.0275,50.55,4/2/20,643,381,Asia
Bahrain,,26.0275,50.55,4/3/20,672,382,Asia
Bahrain,,26.0275,50.55,4/4/20,688,423,Asia
Bahrain,,26.0275,50.55,4/5/20,700,431,Asia
Bahrain,,26.0275,50.55,4/6/20,756,458,Asia
Bahrain,,26.0275,50.55,4/7/20,811,458,Asia
Bahrain,,26.0275,50.55,4/8/20,823,477,Asia
Bahrain,,26.0275,50.55,4/9/20,887,519,Asia
Bahrain,,26.0275,50.55,4/10/20,925,539,Asia
Bahrain,,26.0275,50.55,4/11/20,1040,555,Asia
Bahrain,,26.0275,50.55,4/12/20,1136,558,Asia
Bahrain,,26.0275,50.55,4/13/20,1361,591,Asia
Bahrain,,26.0275,50.55,4/14/20,1528,645,Asia
Bahrain,,26.0275,50.55,4/15/20,1671,663,Asia
Bahrain,,26.0275,50.55,4/16/20,1700,703,Asia
Bahrain,,26.0275,50.55,4/17/20,1740,725,Asia
Bahrain,,26.0275,50.55,4/18/20,1773,755,Asia
Bahrain,,26.0275,50.55,4/19/20,1881,759,Asia
Bahrain,,26.0275,50.55,4/20/20,1907,769,Asia
Bahrain,,26.0275,50.55,4/21/20,1973,784,Asia
Bahrain,,26.0275,50.55,4/22/20,2027,1026,Asia
Bahrain,,26.0275,50.55,4/23/20,2217,1082,Asia
Bahrain,,26.0275,50.55,4/24/20,2518,1113,Asia
Bahrain,,26.0275,50.55,4/25/20,2588,1160,Asia
Bahrain,,26.0275,50.55,4/26/20,2647,1189,Asia
Bahrain,,26.0275,50.55,4/27/20,2723,1218,Asia
Bahrain,,26.0275,50.55,4/28/20,2811,1310,Asia
Bahrain,,26.0275,50.55,4/29/20,2921,1455,Asia
Bahrain,,26.0275,50.55,4/30/20,3040,1500,Asia
Bahrain,,26.0275,50.55,5/1/20,3170,1555,Asia
Bahrain,,26.0275,50.55,5/2/20,3284,1568,Asia
Bahrain,,26.0275,50.55,5/3/20,3383,1718,Asia
Bahrain,,26.0275,50.55,5/4/20,3533,1744,Asia
Bahrain,,26.0275,50.55,5/5/20,3720,1762,Asia
Bahrain,,26.0275,50.55,5/6/20,3934,1860,Asia
Bahrain,,26.0275,50.55,5/7/20,4199,2000,Asia
Bahrain,,26.0275,50.55,5/8/20,4444,2028,Asia
Bahrain,,26.0275,50.55,5/9/20,4774,2055,Asia
Bahrain,,26.0275,50.55,5/10/20,4941,2070,Asia
Bahrain,,26.0275,50.55,5/11/20,5236,2152,Asia
Bahrain,,26.0275,50.55,5/12/20,5531,2192,Asia
Bahrain,,26.0275,50.55,5/13/20,5816,2205,Asia
Bahrain,,26.0275,50.55,5/14/20,6198,2353,Asia
Bahrain,,26.0275,50.55,5/15/20,6583,2640,Asia
Bahrain,,26.0275,50.55,5/16/20,6747,2762,Asia
Bahrain,,26.0275,50.55,5/17/20,6956,2910,Asia
Bahrain,,26.0275,50.55,5/18/20,7184,2931,Asia
Bahrain,,26.0275,50.55,5/19/20,7532,2952,Asia
Bahrain,,26.0275,50.55,5/20/20,7888,3568,Asia
Bahrain,,26.0275,50.55,5/21/20,8174,3873,Asia
Bahrain,,26.0275,50.55,5/22/20,8414,4096,Asia
Bahrain,,26.0275,50.55,5/23/20,8802,4465,Asia
Bahrain,,26.0275,50.55,5/24/20,9138,4587,Asia
Bahrain,,26.0275,50.55,5/25/20,9171,4753,Asia
Bahrain,,26.0275,50.55,5/26/20,9366,4938,Asia
Bahrain,,26.0275,50.55,5/27/20,9692,5152,Asia
Bahrain,,26.0275,50.55,5/28/20,10052,5419,Asia
Bahrain,,26.0275,50.55,5/29/20,10449,5700,Asia
Bahrain,,26.0275,50.55,5/30/20,10793,5826,Asia
